1,一般，一般还是一般，但是服务员比较诚信，收订金是多付了200元，服务员马上电话到房间告知，比较诚信。
1,此次入住的是豪华标准间，房间号A区1311。房间干净、设备良好。遗憾之处：距离古镇约有20分钟的路程，晚上KTV声音较吵，早餐品种很少、口味欠佳。补充点评2007年9月11日：酒店距离古镇很远，出行一次到古镇，还是坐人力车比较方便
1,10月17日入住，总体感觉可以，离景区较远，正好可以从西塘政治中心一路走到老镇，感受岁月变化，也算与时俱进。如果热，服务员可以提供电扇，还是美的牌哦！
1,参加展会的首选！从机场坐磁悬浮到龙阳站下了再往前走500米就到了，记得06年参加展会时，在龙阳站下车后，打的没人愿意拉（现在才知道原因），后来有个人拉了，不知绕到什么地方后又绕回来，怎么各地的司机给人的感觉都一个样呢？
1,房间还算整齐宽敞，我住的是标准间大床房，只是浴室的淋浴笼头不太好，出水不均匀，洗澡不舒服。服务还不错，到酒店是早上11点，让我提前入住，而且结账速度也比较快，不耽误时间。酒店靠近13号地铁，还算方便的。
1,主要是离新国际展览中心近，其他没什么优势。
1,物有所值，环境挺好的。下次去浦东机场可以考虑入住！
1,天黑时太难找了，也没有亮灯的指示牌，打车兜了一圈才找到，在新国际展览中心里面那条路的最里面……服务还行，就是太难找了。
1,因为参展，就选择了这酒店。酒店在新国际展览馆内，这是最大的优势。摆展的时候随时可以走回酒店的，免去了交通麻烦。但如果是大型展览会酒店的价格也是较高的，平时360的房间遇到展会时竟涨到458，说实话，在龙阳路这种房间458绝对不值的，就冲方便而来的了。还有就是早餐，要28一份，真不知道有啥好吃的，而且9点以后估计连煎蛋都没有了。最让人觉得不爽的就上网要收钱，还60元一天！住这里的人基本都是来参展的商务出差的，10有8个都带有笔记本办公的，这不等于变相多收60元房费吗？还有就是那个酒店菜馆，东西一般的很，但价格倒不便宜，清炒时蔬都要18块！总体来说房间还算干净卫生的，但就不值这个价吧。如果摆展入住的话，因为实在是比邻方便，也别计较那么多了，还是值得推荐的
1,非常不错的酒店，地理位置也不错，性价比很高！
1,1、地处市中心周围环境很好，房间总体符合四星级标准，但卫生间条件一般，房间电源插头太少，没找到空着的只好拔了落地灯电源才能给笔记本充电。2、床铺虽然很舒服，但感觉床单应该及时更换，洗得都太薄了，再用就没有本色儿了~3、电梯只有一部到地下停车场，等的时间较长！4、早餐一般不提也罢，总体来说如能改进下次还会来。
1,总体感觉很不错,对得起这个价格.就是隔间太差,晚上旁边房间看电视声音听得很清楚.其它什么都好.
1,之前看携程上的评价对这个酒店没什么好感，觉得早餐可能也很烂。也有可能因为期望值本来就比较低的缘故所以实际住下之后觉得还是不错的。房间比较大，窗外面对的是摩天轮和体育馆，晚上的view很好。早餐也比想象的丰富，虽然西餐类的不多，烤面包机也不好用。服务生还是比较主动的，出门后也会主动询问是否需要帮忙叫出租车。（长沙的出租车良莠不齐需要小心）不过还是出现了不太和谐的部分，我的一个客户(欧洲人）也下榻在这个酒店，之前她欧洲的同事替她在酒店预订了接机的服务。可是在接好机之后酒店安排的接机人员问她收了600元。我的客户不懂中文而酒店方面无人可以和她交流（酒店懂英文的人似乎很少），所以她只能付了600元。虽然之后和酒店方面协商退还了部分车费，酒店方面的态度也很好，但是对于之前酒店员工乱宰外国人还是很遗憾。
1,1、上网速度不错，很流畅2、早餐品种太少，但是有现煮的面条、米线等，还可以，油条非常难吃3、没有送水果4、床很大很舒服
1,还不错，来北京的首选．就是餐厅太贵．．．．．．
1,酒店交通便利,房间早餐都很不错,但隔音效果不行.补充点评2007年12月22日：豪华双人间的床很大，舒服。在26的房间里看夜色还是不错的。
1,酒店不在青岛最中心地段，不过交通还算方便。是一栋栋2-3层的小客房，环境非常好，还有花园，非常安静，是度假的好地方。酒店是什么国资委培训中心，开会的政府人员比较多，价格也比较实惠(最近青岛开奥运，酒店价格涨了好多)。酒店比较不算新，早餐一般，服务还可以。
1,离海很近，坐公交也还算方便。入住当天，我预订的经济标准间被奥运火炬传递人员包下了，所以免费升级到了贵宾楼的标间，而且幸运地摸着火炬合了影。房间应该是刚装修过，很干净、宽敞，据说是按5星级标准建的。服务非常好。前台微笑多多。只要客人提要求，服务人员都会及时给予处理；对我们的问题，都会耐心解答。只是，设施还需完善，健身房关着，游泳池还在修缮。
1,房间设施陈旧。但是服务水平不错，比较安静！
1,不错,变成常驻京酒店了,就是餐厅的餐太贵
1,环境，服务都不错，但设施确实有点成旧，房间是以前疗养院改造过来，卫生间走水有点不畅，请对房间内设施要求比较高的朋友别报太大希望，但幸运的是，住的后面几天遇见整个旧楼这块被奥运会火炬传递工作组的包下来了，酒店把我们免费升级到贵宾楼，那边真的很不错。
1,这是第二次入住次酒店。3年前第一次，除了价格上涨之外，其他各方面都比较满意。性价比在青岛来说还是不错的。服务没有什么特别出彩的地方，也没有什么不好的地方。酒店占地很大，绿地很多，环境优雅，都是几层的老建筑，唯一不好的是没有电梯，行李需要提上提下，建议酒店要配备负责的行礼员。还有洗完地毯，上面能不能不要铺那些破布，看着比较难受。
1,花园式酒店，很安静，里面都是一幢幢矮楼，没有电梯。订了经济标准间，免费升级到了行政间，房间设施很一般，不过还算挺干净的。房间送水果和报纸，服务非常好，无论是门童和前台服务都很好。
1,我下午5点多去的，告诉我原来订的豪华房已经没有的，说携程只让保留到5点钟。还好，他们房间多，就给升级到其他楼的套间了。因为原来是疗养院改建的宾馆，环境还可以，不过房间的设计就保留着疗养院的风格了，水泥走廊也不铺地毯；房间的门可以看到下面的缝隙，所以隔音效果是没有的。房间里的设施也算不错，该有的都有了，但问题我住的套房只有沙发，没有写字台，看电脑比较费劲，上网要装个猫才行。毛巾太旧了，浴缸是个按摩式的-缺点是按摩功能用不了，洗淋浴还很不便当。有趣的是卫生间里居然好有个小洗衣机-不过对我们出差只呆一天的人来说，也是个摆设。设施和价格比，也算凑合吧，因为现在青岛的酒店都巨贵。这里的优势就象大家评论的，服务--或者说服务态度确实很好！有机会还会来住的，只不过以后要住豪华房试试。
1,整体不错,房间大,干净.服务也挺好的.酒店离市中心,海边都挺近.前台叫车也很即时.就是不知为何,回酒店时候,很多出租司机没听过这个酒店....晕....因为是2楼,有蚊子..不过蚊香就在触手可及的地方,还好~
1,可能是以前总是随团旅游，没享受过很好的服务，但是这家酒店确实很值得推荐，多写一些评论吧。看了携程的评论以后才选择了这家酒店，环境绝对配得上花园这两个字，大堂挂的是四星，住了两晚，本来预定的时间是6月8日14:00入住―6月10日12:00，结果8日早上7点多到了酒店准备存行李，前台的工作人员告之有空房，可以提前入住，并且免费升级了房间（预定的是4楼经济标准间，给调到了2楼经济标准间，价格没变，不知道这算不算是升级服务，呵呵）。酒店整体环境很好，绿化很出色，晚饭后在院子里散步很惬意，酒店门口出租车很方面。出酒店南行大约5分钟即到海岸，出酒店北行见路口右转，街边有很多餐馆，打车到佳世客、家乐福等超市7元起步价+1元燃油费，出行很方便。房间内很整洁，有大床和单人床可以选择，房间内设施包括地板略显陈旧，厕所无浴缸，淋浴水很冲，24小时热水，由于这几天总是阴天，房内潮气很重。服务人员很专业，也很礼貌，入住和退房有人全程带行李（不知道用不用给小费，我是没给，嘎嘎），每天收拾两次，晚上还有免费的水果（两根香蕉+杏），没用到房内的宽带（好象是收费的，记不清楚了）。房间隔音系统不是很好，隔壁半夜时有个警察在打电话，好在我不是间谍，不然惟坊一带的这几天主要的通缉犯估计都抓不到了，哈哈，免费听了一个多小时的电话办案实战。下次有机会还会选择这家，试一试贵宾楼的服务，呵呵！！！有一点很郁闷，我在携程网上预定的经济标准间318元/天（携程价），但是在火车站有个携程站台工作人员给的蓝色的小本子上写的经济标准间是278元/天，没搞明白，是不是第二次再来就是278元/天呢？（在火车站回程的时候发的蓝色的小本子）
1,1、房间内设施较齐全(有保险柜、电吹风、免费上网)、干净、性价比较高。2、周围日式餐馆较多。建议在标间里增设大床房型、方便单身旅客。
1,还好，离我们的客户比较近。附近好点又实惠点的就这家了。
